log_totexp,gwl_fit,gwl_ci_low,gwl_ci_high
11.475846428036958,0.5947699514034488,0.5804850552690968,0.6090548475378008
11.49331725657588,0.5937689634120273,0.5797082239745095,0.6078297028495452
11.5107880851148,0.5927533842743085,0.578914747446462,0.6065920211021549
11.528258913653723,0.5917232139902922,0.5781046228471239,0.6053418051334604
11.545729742192645,0.5906784525599784,0.5772778472477165,0.6040790578722404
11.563200570731565,0.5896190999833681,0.5764344176254962,0.6028037823412401
11.580671399270487,0.5885451562604596,0.5755743308606575,0.6015159816602617
11.598142227809408,0.5874566213912553,0.5746975837331625,0.6002156590493481
11.61561305634833,0.5863534953757537,0.573804172919519,0.5989028178319883
11.633083884887252,0.5852357782139537,0.5728940949894761,0.5975774614384313
11.650554713426173,0.5841034699058572,0.571967346402658,0.5962395934090563
11.668025541965095,0.5829565704514641,0.5710239235051544,0.5948892173977738
11.685496370504017,0.5817950798507727,0.5700638225260523,0.5935263371754932
11.702967199042938,0.5806189981037848,0.5690870395739255,0.5921509566336441
11.72043802758186,0.5794283252104995,0.5680935706333172,0.5907630797876817
11.737908856120782,0.5782230611709158,0.567083411561182,0.5893627107806496
11.755379684659703,0.5770032059850356,0.5660565580833112,0.58794985388676
11.772850513198625,0.5757687596528589,0.56501300579082,0.5865245135148978
11.790321341737545,0.5745197221743847,0.5639527501366087,0.5850866942121608
11.807792170276468,0.5732560935496132,0.5628757864318952,0.5836364006673311
11.82526299881539,0.5719778737785441,0.5617821098428438,0.5821736377142445
11.84273382735431,0.5706850628611786,0.5606717153872651,0.5806984103350921
11.860204655893233,0.5693776607975156,0.559544597931453,0.5792107236635783
11.877675484432155,0.5680556675875561,0.5584007521871887,0.5777105829879235
11.895146312971075,0.5667190832312983,0.557240172708973,0.5761979937536236
11.912617141509998,0.5653679077287421,0.5560628538914899,0.5746729615659943
11.93008797004892,0.5640021410798903,0.5548687899673626,0.5731354921924181
11.94755879858784,0.562621783284742,0.5536579750052862,0.5715855915641977
11.965029627126762,0.5612268343432953,0.552430402908581,0.5700232657780097
11.982500455665683,0.5598172942555513,0.5511860674142023,0.5684485210969002
11.999971284204605,0.5583931630215115,0.5499249620923771,0.566861363950646
12.017442112743527,0.5569544406411726,0.5486470803468431,0.5652618009355022
12.034912941282448,0.555501127114538,0.5473524154158596,0.5636498388132165
12.05238376982137,0.554033222441606,0.546040960374079,0.562025484509133
12.069854598360292,0.5525507266223748,0.5447127081353889,0.5603887451093608
12.087325426899213,0.5510536396568488,0.5433676514568431,0.5587396278568546
12.104796255438135,0.5495419615450245,0.5420057829438725,0.5570781401461766
12.122267083977057,0.5480156922869028,0.5406270950568706,0.5554042895169351
12.139737912515978,0.5464748318824846,0.5392315801193145,0.5537180836456547
12.1572087410549,0.5449193803317689,0.5378192303277239,0.5520195303358139
12.174679569593822,0.5433493376347567,0.5363900377634797,0.5503086375060336
12.192150398132743,0.541764703791447,0.5349439944068596,0.5485854131760345
12.209621226671665,0.54016547880184,0.5334810921534209,0.546849865450259
12.227092055210585,0.5385516626659355,0.5320013228331043,0.5451020024987666
12.244562883749508,0.5369232553837326,0.5305046782321292,0.5433418325353361
12.26203371228843,0.5352802569552333,0.5289911501181193,0.5415693637923473
12.27950454082735,0.5336226673804374,0.5274607302687133,0.5397846044921615
12.296975369366272,0.531950486659345,0.5259134105039054,0.5379875628147845
12.314446197905195,0.5302637147919542,0.5243491827224489,0.5361782468614595
12.331917026444115,0.528562351778266,0.5227680389427082,0.5343566646138239
12.349387854983037,0.5268463976182822,0.5211699713482063,0.5325228238883581
12.36685868352196,0.5251158523119992,0.5195549723381523,0.5306767322858461
12.38432951206088,0.5233707158594205,0.5179230345834718,0.5288183971353693
12.401800340599802,0.5216109882605435,0.5162741510883118,0.5269478254327753
12.419271169138725,0.5198366695153691,0.5146083152576377,0.5250650237731005
12.436741997677645,0.5180477596238982,0.5129255209709279,0.5231699982768684
12.454212826216567,0.5162442585861298,0.511225762662297,0.5212627545099625
12.471683654755488,0.5144261664020648,0.5095090354071742,0.5193432973969555
12.48915448329441,0.5125934830717025,0.5077753350155938,0.5174116311278112
12.506625311833332,0.5107462085950418,0.50602465813222,0.5154677590578637
12.524096140372253,0.5088843429720855,0.504257002342849,0.513511683601322
12.541566968911175,0.5070078862028309,0.5024723662873305,0.5115434061183313
12.559037797450097,0.5051168382872797,0.5006707497785755,0.5095629267959839
12.576508625989018,0.5032111992254311,0.4988521539271361,0.5075702445237261
12.59397945452794,0.5012909690172842,0.49701658127068055,0.5055653567638878
12.611450283066862,0.49935614766284075,0.49516403590780944,0.5035482594178721
12.628921111605782,0.49740673516210165,0.49329452363491644,0.5015189466892869
12.646391940144705,0.49544273151506335,0.4914080520851197,0.499477410945007
12.663862768683625,0.4934641367217285,0.489504630867935,0.497423642575522
12.681333597222547,0.4914709507820971,0.48758427170796953,0.4953576298562247
12.69880442576147,0.4894631736961683,0.48564698858096084,0.4932793588113758
12.71627525430039,0.4874408054639421,0.48369279784531916,0.491188813082565
12.733746082839312,0.4854038460854184,0.48172171836698247,0.4890859738038544
12.751216911378235,0.48335229556059645,0.47973377163540126,0.48697081948579163
12.768687739917155,0.4812861538894788,0.4777289818684135,0.48484332591054413
12.786158568456077,0.47920542107206376,0.47570737610365516,0.4827034660404724
12.803629396995,0.4771100971083513,0.4736689842741855,0.48055120994251704
12.82110022553392,0.47500018199834226,0.4716138392659778,0.47838652473070675
12.838571054072842,0.47287567574203493,0.46954197695540556,0.4762093745286643
12.856041882611763,0.47073657833943106,0.4674534362244969,0.4740197204543652
12.873512711150685,0.46858288979053064,0.4653482589524354,0.47181752062862586
12.890983539689607,0.4664146100953319,0.46322648998204274,0.4696027302086211
12.908454368228528,0.46423173925383665,0.46108817706001887,0.46737530144765443
12.92592519676745,0.46203427726604307,0.4589333707505847,0.4651351837815014
12.943396025306372,0.45982222413195206,0.456762124322381,0.4628823239415231
12.960866853845292,0.4575955798515654,0.45457449360893265,0.46061666609419816
12.978337682384215,0.4553543444248813,0.4523705368434059,0.45833815200635675
12.995808510923137,0.4530985178518989,0.45015031446933457,0.45604672123446327
13.013279339462057,0.45082810013262,0.44791388892855655,0.4537423113366834
13.03075016800098,0.4485430912670445,0.44566132442887085,0.45142485810521815
13.0482209965399,0.4462434912551716,0.443392686693604,0.4490942958167392
13.065691825078822,0.44392930009700127,0.44110804269612514,0.4467505574978774
13.083162653617745,0.4416005177925335,0.43880746038187646,0.44439357520319056
13.100633482156665,0.43925714434176744,0.4364910083810708,0.44202328030246407
13.118104310695587,0.4368991797447048,0.43415875571538254,0.4396396037740271
13.13557513923451,0.4345266240013457,0.43181077150112185,0.4372424765015695
13.15304596777343,0.4321394771116891,0.42944712465215756,0.43483182957122063
13.170516796312352,0.429737739075736,0.42706788358514025,0.4324075945663317
13.187987624851274,0.42732140989348455,0.4246731159294138,0.4299697038575553
13.205458453390195,0.4248904895649366,0.42226288824364877,0.4275180908862244
13.222929281929117,0.4224449780900912,0.41983726574129004,0.4250526904388923
13.240400110468038,0.41998487546894925,0.41739631202591393,0.42257343891198457
13.25787093900696,0.4175101817015081,0.41494008883763306,0.42008027456538316
13.275341767545882,0.4150208967877713,0.41246865581151515,0.4175731377640275
13.292812596084802,0.4125170207277371,0.40998207024803074,0.41505197120744347
13.310283424623725,0.40999855352140546,0.40748038689575095,0.41251672014706
13.327754253162647,0.4074654951687773,0.4049636577460707,0.4099673325914839
13.345225081701567,0.4049178456698517,0.4024319318393211,0.40740375950038227
13.36269591024049,0.40235560502462864,0.399885255081515,0.40482595496774226
13.380166738779412,0.3997787732331082,0.3973236700708563,0.40223387639536007
13.397637567318332,0.3971873502952903,0.39474721593293804,0.39962748465764253
13.415108395857255,0.39458133621117586,0.3921559281632826,0.3970067442590691
13.432579224396175,0.3919607309807631,0.38954983847603314,0.3943716234854931
13.450050052935097,0.38932553460405384,0.38692897465762244,0.39172209455048523
13.46752088147402,0.386675747081048,0.3842933604238583,0.3890581337382377
13.484991710012942,0.38401136841174477,0.3816430152793793,0.3863797215441102
13.502462538551862,0.3813323985961441,0.3789779543784409,0.3836868428138473
13.519933367090784,0.378638837634246,0.3762981883857665,0.3809794868827255
13.537404195629705,0.37593068552605047,0.3736037233367369,0.378257647715364
13.554875024168627,0.3732079422715584,0.3708945604964861,0.3755213240466307
13.57234585270755,0.3704706078707689,0.3681706962173714,0.3727705195241664
13.58981668124647,0.367718682323682,0.36543212179469386,0.3700052428526701
13.607287509785392,0.36495216563029675,0.3626788233215797,0.3672255079390138
13.624758338324312,0.36217105779061676,0.3599107815431652,0.3644313340380683
13.642229166863235,0.35937535880463756,0.3571279717116735,0.3616227458976016
13.659699995402157,0.3565650686723618,0.35433036344443936,0.3587997739002843
13.67717082394108,0.35374018739378954,0.3515179205871958,0.3559624542003833
13.69464165248,0.35090071496891984,0.3486906010857104,0.35311082885212924
13.712112481018922,0.3480466513977527,0.34584835687007953,0.3502449459254259
13.729583309557842,0.34517799668028815,0.342991133756303,0.34736485960427327
13.747054138096765,0.34229475081652616,0.34011887137079333,0.344470630262259
13.764524966635687,0.33939691380646675,0.3372315031043103,0.34156232450862317
13.781995795174607,0.3364844856501108,0.3343289561028888,0.3386400151973328
13.79946662371353,0.3335574663474574,0.3314111513037213,0.33570378139119356
13.81693745225245,0.3306158558985066,0.3284780035246727,0.3327537082723405
13.834408280791372,0.3276596543032584,0.32552942161676346,0.3297898869897533
13.851879109330294,0.3246888615617154,0.32256530868892336,0.3268124144345074
13.869349937869217,0.3217034776738723,0.3195855624136708,0.3238213929340738
13.886820766408137,0.31870350263973357,0.3165900754225078,0.32081692985695937
