log_totexp,lowess_fit
9.588845298501564,0.4894169288294484
9.693753688131835,0.49534081758139553
9.91758767691491,0.5069449050010666
10.033901591258061,0.5124141480650187
10.036268663769947,0.5125215121116317
10.053458079112422,0.5132965352907719
10.060491301345794,0.5136113150222124
10.09311568451252,0.5150541276814637
10.141086124819923,0.5171256027797971
10.21008950984042,0.5200083074848832
10.210383843911714,0.5200203760336726
10.242242895171909,0.5213160670864514
10.280998902962642,0.5228654006408288
10.305613759378778,0.5238352754814152
10.328820645281759,0.5247404543805424
10.356980629654874,0.5258278580620465
10.454840727478187,0.5295294153934159
10.539746870889026,0.5326695404607052
10.541861707248781,0.5327471419318113
10.560592961748808,0.5334334028615214
10.57316137691043,0.5338928725607938
10.579895409091776,0.5341387473125173
10.605074021909918,0.5350563792332836
10.610537638265065,0.5352551756931997
10.625440824937742,0.5357969086382314
10.638136496521085,0.5362578505643105
10.660548058839726,0.5370705364923666
10.692263044109481,0.5382189116646899
10.731384133647687,0.5396332790075256
10.741946464256127,0.5400146989307674
10.746777391525793,0.54018907401748
10.753638481905739,0.5404366377547711
10.759008652080333,0.540630324341736
10.762911592721172,0.5407710441660977
10.766883708655758,0.5409142143154513
10.778789609332929,0.5413430604219475
10.794747614685036,0.5419170784214545
10.811020042736384,0.5425012626695984
10.82117730532399,0.5428651924812011
10.844353816976325,0.5436929695676417
10.845504508981163,0.5437339564550482
10.851393223779535,0.5439435197977969
10.859614192907483,0.5442355162293072
10.86582182291161,0.5444555253245905
10.877443236604682,0.5448661795597997
10.881456468681893,0.5450075845982069
10.895516355801455,0.54550112093813
10.900214760700628,0.5456653390919911
10.91788455151661,0.5462792745144255
10.91965981781985,0.5463406067499442
10.926441950598502,0.5465742720311503
10.93428484717576,0.5468431318754039
10.936778791749008,0.5469283032540305
10.952839566550185,0.5474727207344994
10.953049643228946,0.5474797920788474
10.953259675784764,0.5474868605868565
10.958287268247584,0.5476556508055986
10.963428310555969,0.5478274088849858
10.968043105074278,0.5479808269345715
10.971881154620236,0.5481078518722549
10.97913822956689,0.5483465478463476
10.980075748279397,0.5483772372119586
10.982271213570051,0.5484489693321413
10.997673392251324,0.5489465678182236
11.002199836204571,0.5490908104679549
11.010068010853415,0.5493392224471847
11.024937075106996,0.5498000365472149
11.02939070144014,0.5499357102168402
11.043561631011832,0.5503595898162058
11.045542399047074,0.5504178442085815
11.046068878586361,0.5504332853732223
11.046308095868557,0.5504402954500193
11.046499428500923,0.5504458996232523
11.059802551332528,0.550829519881129
11.064479784287597,0.5509614526845232
11.068729923502001,0.5510799436066274
11.078505172406643,0.5513472245097298
11.0806645340749,0.5514052468784706
11.081234444367965,0.5514204972699744
11.092382251415659,0.5517133466915246
11.098046182251446,0.5518580188391011
11.098591141393,0.5518717873141215
11.100888811479026,0.5519295416496398
11.101341675853886,0.5519408679506917
11.104505997035627,0.5520194800417653
11.119349401254478,0.5523754769771386
11.119675447941322,0.5523830530505646
11.119882876860622,0.5523878673110421
11.12069735989406,0.5524067286690904
11.124494449417844,0.5524937659993606
11.126645146276898,0.5525424046430584
11.129671845227284,0.5526100346545743
11.130507714323134,0.5526285412962112
11.133771171651862,0.5527000825582497
11.134457628756993,0.5527149853706124
11.134910140570163,0.5527247814284892
11.139424032067456,0.5528212773835576
11.139946907896363,0.5528323105775325
11.140382429004244,0.5528414774094554
11.14122389901487,0.5528591290503189
11.15476370197793,0.5531321580955837
11.15550738783355,0.5531465439450318
11.156136228786101,0.5531586578286727
11.159388449722423,0.5532205676137943
11.165932074607458,0.5533413377246116
11.176081159139851,0.5535184638216181
11.179492604761439,0.5535751850499383
11.180413376600654,0.5535902498926948
11.18161189949515,0.553609702979588
11.189920141051205,0.5537396866766594
11.195526177730299,0.553822578797588
11.195553648371053,0.5538229754334372
11.204087850445656,0.5539417020468523
11.206019797550688,0.5539673403734497
11.207174461502,0.553982446641305
11.207215189999056,0.5539829765277755
11.218447016051396,0.5541214982035243
11.223107780388025,0.5541746087729865
11.22358869092122,0.5541799462916344
11.23032379870582,0.5542519549547923
11.233714081386335,0.5542864389360235
11.23532572785996,0.5543023207471558
11.238172779922788,0.5543296717654548
11.239514408755962,0.5543422468656084
11.24095924895845,0.5543555636598809
11.241431652714972,0.5543598668070993
11.242493745924975,0.5543694496706207
11.24530742355419,0.5543942203637288
11.245673274029956,0.5543973752936859
11.251924271099778,0.5544489246105367
11.2540251939439,0.554465245816981
11.254478517786783,0.5544687009753878
11.259219608073378,0.554503418264579
11.261819586369898,0.554521355400384
11.262757522080854,0.5545276343959928
11.263771558223787,0.5545343084091796
11.269630225445166,0.5545705405506792
11.269783267149329,0.5545714338744655
11.274414436524896,0.5545971900894208
11.284693992107073,0.5546456678226623
11.285409870187191,0.5546485919196621
11.286551702135734,0.5546531345411041
11.287203592641218,0.5546556607710424
11.288130550906788,0.5546591683507569
11.291730014874034,0.5546718370155653
11.292839733755256,0.5546754341785446
11.294844079248284,0.5546815579348142
11.301278078794445,0.5546979099571021
11.308370569092329,0.5547099323678898
11.30927812146152,0.5547110053369816
11.310221592893475,0.5547120072197237
11.312020297577238,0.5547135947839212
11.315583667019851,0.5547154789065203
11.31839366564526,0.5547157690702835
11.318903727228037,0.5547157076221493
11.32224910379352,0.5547144278759948
11.325872733800372,0.5547113091984501
11.328882427277934,0.55470733305522
11.333822722231607,0.5546980453391149
11.34104520759356,0.5546782000928846
11.34374912992596,0.5546688318866585
11.34438846314689,0.5546664612513781
11.345748645502727,0.5546612192107074
11.349641537053412,0.5546447188039895
11.350288881492672,0.5546417591115445
11.355990913766354,0.5546130192679003
11.357206889970808,0.5546062687022882
11.358958101672801,0.5545961620623234
11.359984053682956,0.5545900300446647
11.360904183031861,0.554584397880907
11.360962390588382,0.5545840373709771
11.363427278823627,0.5545683103893303
11.366870261503118,0.5545448371702423
11.367414025869872,0.5545409696811991
11.36766845231309,0.5545391450937072
11.368639303733513,0.5545320949703174
11.368916516819747,0.5545300563891128
11.374042636061565,0.5544903231042749
11.374398759375898,0.5544874196581145
11.381677178360274,0.5544240460922468
11.382258537274573,0.5544186551527361
11.384591968418661,0.5543965333308168
11.385546535640398,0.5543872615714474
11.386999364371379,0.5543729044728601
11.391638798762143,0.5543250954341769
11.392970071452188,0.5543108330862402
11.394344611141547,0.5542958568341971
11.394873643194092,0.554290025511005
11.396717438335704,0.5542694380721883
11.397020664325618,0.5542660048518683
11.397963446500547,0.5542552526894313
11.401368010108037,0.5542154487702768
11.402920848818745,0.5541967886901745
11.404003057746042,0.554183597832625
11.406987004556724,0.5541464392392705
11.40743160708939,0.5541408042089382
11.409474236574024,0.5541145893447627
11.409829050965469,0.5541099813371705
11.41177828296527,0.5540843812861382
11.412574602242884,0.5540737847399567
11.416194276010456,0.5540246188353365
11.417581284587891,0.554005349742541
11.41933979733965,0.5539805822255732
11.42122675594764,0.5539535909986865
11.427280426841651,0.5538641737984464
11.428020957879784,0.5538529474602747
11.428847961779017,0.5538403378239054
11.428956727183024,0.5538386737886045
11.429413412741212,0.5538316725586319
11.429869889832903,0.5538246515978603
11.430803931367906,0.5538102144100049
11.431455071972165,0.5538000940219896
11.431650331505246,0.5537970503029686
11.432550202006311,0.5537829704555076
11.433600832752123,0.5537664233636838
11.434141964162855,0.5537578556772242
11.439192806992713,0.553676456274711
11.439451138174723,0.5536722257045918
11.440698798972878,0.5536517045918471
11.444261110944078,0.5535923298400008
11.44573810542234,0.5535673867940692
11.445780884340895,0.5535666616247993
11.445887823631562,0.5535648481735127
11.4476399982716,0.5535350023373853
11.453366525113008,0.5534366966242308
11.453440818135336,0.5534353944267887
11.45417283987406,0.5534225442986932
11.455264571967591,0.5534036099933333
11.45546582929695,0.5534000563098047
11.457201316197867,0.5533693044011758
11.461979478685288,0.5532836518230997
11.462305627969862,0.5532777532541913
11.464449251513114,0.5532389582320235
11.46709092862643,0.5531906459464584
11.467928099039492,0.5531752336365953
11.468325509601202,0.5531679030144243
11.468743665955953,0.5531601798191222
11.470059716740737,0.5531358069469979
11.472061802915228,0.5530985389211387
11.473560741447951,0.5530704886872668
11.476780018333875,0.5530098252129133
11.483187646706272,0.5528882344716886
11.486273433972801,0.5528285278478658
11.486345322114884,0.5528271313526185
11.488233102379827,0.5527903704447445
11.491221631526441,0.55273182935924
11.491282946111157,0.5527306239353311
11.498927955326375,0.5525790097747331
11.500488444866546,0.5525477552141288
11.501783624551384,0.5525217396970867
11.502127374870716,0.5525148238180809
11.503198309211646,0.5524932482864912
11.504893293272964,0.5524590109870638
11.506545154005941,0.552425542735909
11.508435399697364,0.5523875952524533
11.508756788098008,0.552381047208386
11.509589908180727,0.5523640561557205
11.5096400739787,0.5523630322727615
11.509961075506213,0.5523564785462174
11.511904944416221,0.5523167141569086
11.51264542576291,0.5523015316445731
11.513805077997237,0.5522777157792572
11.514803699982,0.5522571689655473
11.515861151622323,0.5522353733160393
11.519126200611833,0.5521678262970092
